#{"t_start": 1645362909.8629582, "env_id": null}
r,l,t 
0.002609,14,3585.956481
0.00646,14,3586.475177
0.002995,14,3587.015899
0.004319,14,3587.548679
0.003676,14,3588.087373
0.002765,14,3588.610013
0.003432,14,3589.127953
0.003453,14,3589.650689
0.004879,14,3590.168983
0.002177,14,3590.67103
0.007226,14,3591.171034
0.003216,14,3591.702033
0.00333,14,3592.22239
0.010637,14,3592.753269
0.002822,14,3593.274134
0.003163,14,3593.812929
0.00405,14,3594.343997
0.006529,14,3594.875151
0.002677,14,3595.407788
0.006129,14,3595.936484
0.003354,14,3596.46733
0.002685,14,3596.988777
0.003229,14,3597.511735
0.005951,14,3598.040715
0.007381,14,3598.561719
0.004074,14,3599.094705
0.005302,14,3599.60357
0.003953,14,3600.134917
0.003043,14,3600.676275
0.00241,14,3601.209666
0.003075,14,3601.730799
0.003741,14,3602.261989
0.006812,14,3602.783251
0.002057,14,3603.314847
0.004449,14,3603.856504
0.006191,14,3604.375256
0.002771,14,3604.906377
0.003528,14,3605.439672
0.003676,14,3605.979312
0.003522,14,3606.500197
0.005656,14,3607.023321
0.00388,14,3607.552506
0.002218,14,3608.083396
0.004162,14,3608.624641
0.005994,14,3609.127256
0.004018,14,3609.658522
0.002683,14,3610.179294
0.003156,14,3610.689976
0.006813,14,3611.231417
0.002563,14,3611.762479
0.004041,14,3612.293836
0.003465,14,3612.823045
0.002736,14,3613.364609
0.004286,14,3613.885456
0.004129,14,3614.40869
0.003489,14,3614.929883
0.003284,14,3615.469073
0.004128,14,3616.002056
0.002616,14,3616.520778
0.003476,14,3617.05168
0.003712,14,3617.574283
0.002462,14,3618.105236
0.003386,14,3618.64442
0.004865,14,3619.155326
0.003721,14,3619.688761
0.003509,14,3620.220003
0.005186,14,3620.707708
0.010521,14,3621.230537
0.003572,14,3621.75938
0.00373,14,3622.28229
0.002718,14,3622.811632
0.004544,14,3623.352238
0.005402,14,3623.869204
0.003251,14,3624.411095
0.004741,14,3624.93422
0.004617,14,3625.465473
0.00366,14,3626.00441
0.004728,14,3626.504889
0.004458,14,3627.007227
0.003554,14,3627.536279
0.003512,14,3628.059468
0.00344,14,3628.601163
0.002711,14,3629.130057
0.009588,14,3629.671702
0.006014,14,3630.194485
0.002448,14,3630.715275
0.003501,14,3631.254444
0.003707,14,3631.785522
0.00408,14,3632.316428
0.00713,14,3632.839493
0.003946,14,3633.360322
0.003614,14,3633.889722
0.006396,14,3634.412468
0.002121,14,3634.943744
0.002339,14,3635.475019
0.004782,14,3635.993883
0.005234,14,3636.525143
0.003262,14,3637.056484
0.006737,14,3637.599863
0.004032,14,3638.120874
0.002742,14,3638.662077
0.004028,14,3639.172764
0.004111,14,3639.691794
0.00527,14,3640.234592
0.002738,14,3640.765975
0.004886,14,3641.297421
0.004146,14,3641.836926
0.003478,14,3642.378102
0.00271,14,3642.911137
0.002991,14,3643.442269
0.004645,14,3643.981461
0.004513,14,3644.522532
0.002825,14,3645.055703
0.005334,14,3645.584652
0.002995,14,3646.115419
0.003417,14,3646.656406
0.005074,14,3647.187422
0.003957,14,3647.719168
0.006452,14,3648.241952
0.004506,14,3648.773493
0.003014,14,3649.304614
0.004237,14,3649.835699
0.002393,14,3650.33603
0.004196,14,3650.877464
0.00308,14,3651.415288
0.006052,14,3651.950241
0.003692,14,3652.489383
0.002637,14,3653.020417
0.004564,14,3653.553967
0.004031,14,3654.085046
0.005867,14,3654.626423
0.004593,14,3655.157447
0.003235,14,3655.68856
0.002186,14,3656.209331
0.004001,14,3656.729938
0.00285,14,3657.262036
0.003345,14,3657.771881
0.00577,14,3658.311338
0.003717,14,3658.844664
0.003189,14,3659.365328
0.002585,14,3659.904467
0.003403,14,3660.435379
0.004392,14,3660.966707
0.00326,14,3661.489983
0.002726,14,3662.020813
0.004344,14,3662.560714
0.004823,14,3663.069328
0.004779,14,3663.598784
0.005012,14,3664.111122
0.003188,14,3664.621754
0.003987,14,3665.152929
0.001679,14,3665.67147
0.004087,14,3666.201738
0.004759,14,3666.732873
0.00434,14,3667.255596
0.00564,14,3667.77852
0.007568,14,3668.322094
0.004897,14,3668.842738
0.004182,14,3669.386114
0.003268,14,3669.896555
0.002404,14,3670.435561
0.003638,14,3670.966968
0.002849,14,3671.498071
0.003693,14,3672.028753
0.003856,14,3672.559727
0.002981,14,3673.090977
0.005237,14,3673.60169
0.003596,14,3674.132632
0.00632,14,3674.663495
0.005804,14,3675.176391
0.005334,14,3675.715356
0.003604,14,3676.23684
0.003908,14,3676.774962
0.004913,14,3677.304682
0.00442,14,3677.835789
0.003595,14,3678.368779
0.008408,14,3678.89819
0.005322,14,3679.429024
0.00407,14,3679.965022
0.003908,14,3680.488865
0.003498,14,3681.019577
0.003563,14,3681.560896
0.006235,14,3682.089554
0.003497,14,3682.622359
0.00475,14,3683.143335
0.003868,14,3683.672137
0.00642,14,3684.192805
0.002521,14,3684.71381
0.003051,14,3685.257442
0.004223,14,3685.778653
0.003319,14,3686.307568
0.002114,14,3686.838641
0.006457,14,3687.359496
0.006177,14,3687.882463
0.003188,14,3688.414271
0.003077,14,3688.945101
0.004828,14,3689.474156
0.003922,14,3690.005635
0.003522,14,3690.536785
0.003216,14,3691.068109
0.00352,14,3691.580739
0.007343,14,3692.109841
0.004831,14,3692.643279
0.003745,14,3693.172496
0.006148,14,3693.706009
0.003014,14,3694.235291
0.003882,14,3694.766542
0.003451,14,3695.297965
0.005457,14,3695.821066
0.004157,14,3696.331849
0.004755,14,3696.863009
0.0061,14,3697.394465
0.003937,14,3697.934013
0.004099,14,3698.446811
0.003567,14,3698.978008
0.002714,14,3699.519501
0.003614,14,3700.058985
0.003888,14,3700.590299
0.003488,14,3701.123431
0.003999,14,3701.654246
0.00284,14,3702.195981
0.004609,14,3702.724786
0.008212,14,3703.245615
0.003431,14,3703.776692
0.004054,14,3704.307718
0.002427,14,3704.840681
0.003891,14,3705.369634
0.005295,14,3705.910664
0.002316,14,3706.423457
0.003441,14,3706.954676
0.002709,14,3707.485839
0.001983,14,3708.014921
0.003338,14,3708.55612
0.002949,14,3709.097026
0.003061,14,3709.620339
0.005564,14,3710.151614
0.003487,14,3710.680832
0.003036,14,3711.221953
0.003163,14,3711.753255
0.004773,14,3712.27633
0.003518,14,3712.796979
0.003646,14,3713.3283
0.0035,14,3713.838799
0.00319,14,3714.378132
0.003994,14,3714.89078
0.003906,14,3715.432132
0.002911,14,3715.963396
0.004917,14,3716.494595
0.003028,14,3717.029597
0.005126,14,3717.563415
0.007551,14,3718.08402
0.00358,14,3718.612737
0.002845,14,3719.135737
0.003354,14,3719.656852
0.005102,14,3720.167816
0.002841,14,3720.70901
0.006197,14,3721.240315
0.003473,14,3721.748514
0.004567,14,3722.269161
0.004202,14,3722.78247
0.00358,14,3723.303302
0.003438,14,3723.832566
0.003873,14,3724.345128
0.003102,14,3724.873699
0.003006,14,3725.394816
0.004095,14,3725.907601
0.003256,14,3726.416639
0.003516,14,3726.927152
0.008022,14,3727.45068
0.003012,14,3727.989867
0.003679,14,3728.512798
0.007705,14,3729.021078
0.002713,14,3729.541749
0.005955,14,3730.074669
0.002832,14,3730.583341
0.003572,14,3731.106232
0.005314,14,3731.646982
0.003219,14,3732.165662
0.004151,14,3732.688531
0.004923,14,3733.227448
0.004945,14,3733.760594
0.00397,14,3734.289627
0.003641,14,3734.818954
0.003924,14,3735.339808
0.005939,14,3735.87883
0.002594,14,3736.412194
0.003443,14,3736.943496
0.002769,14,3737.474713
0.003048,14,3737.99547
0.005139,14,3738.503784
0.00276,14,3739.035244
0.004149,14,3739.578678
0.005081,14,3740.097444
0.004314,14,3740.630609
0.006345,14,3741.141476
0.004265,14,3741.682836
0.003985,14,3742.193542
0.003399,14,3742.692129
0.004499,14,3743.233168
0.005771,14,3743.764135
0.004385,14,3744.287332
0.006623,14,3744.816313
0.002423,14,3745.359535
0.00734,14,3745.868042
0.006732,14,3746.391106
0.006325,14,3746.92162
0.005472,14,3747.450691
0.003963,14,3747.992376
0.004019,14,3748.502829
0.002823,14,3749.005199
0.003249,14,3749.536258
0.002525,14,3750.064652
0.002931,14,3750.598006
0.004145,14,3751.127392
0.003663,14,3751.629817
0.006346,14,3752.158717
0.003768,14,3752.689686
0.007578,14,3753.210591
0.00405,14,3753.75368
0.005029,14,3754.274352
0.003967,14,3754.792793
0.001917,14,3755.32384
0.00479,14,3755.844552
0.004177,14,3756.367566
0.004074,14,3756.898638
0.002205,14,3757.437721
0.003431,14,3757.969045
0.003806,14,3758.49202
0.00353,14,3759.011083
0.004668,14,3759.534292
0.003024,14,3760.0656
0.00436,14,3760.576501
0.002792,14,3761.115856
0.005285,14,3761.657093
0.00205,14,3762.177985
0.002401,14,3762.709021
0.0042,14,3763.248629
0.002888,14,3763.780361
0.005738,14,3764.311631
0.00341,14,3764.85029
0.003561,14,3765.350666
0.003522,14,3765.891473
0.004593,14,3766.422523
0.003077,14,3766.955788
0.003044,14,3767.466752
0.003311,14,3768.007722
0.004467,14,3768.516316
0.00394,14,3769.037167
0.0026,14,3769.547619
0.003745,14,3770.068484
0.00365,14,3770.589064
0.002608,14,3771.10988
0.005069,14,3771.620455
0.004641,14,3772.151795
0.003297,14,3772.682496
0.00304,14,3773.203676
0.003527,14,3773.724313
0.003069,14,3774.243148
0.01026,14,3774.776089
0.002756,14,3775.305162
0.002771,14,3775.848536
0.003179,14,3776.369443
0.003597,14,3776.898529
0.003544,14,3777.431523
0.002362,14,3777.96295
0.004209,14,3778.502296
0.00271,14,3779.045691
0.006807,14,3779.575201
0.00487,14,3780.118394
0.003324,14,3780.639562
0.005082,14,3781.159761
0.003761,14,3781.6908
0.004314,14,3782.221766
0.005659,14,3782.753036
0.003065,14,3783.263584
0.004662,14,3783.784534
0.003166,14,3784.325619
0.003241,14,3784.86496
0.003962,14,3785.395792
0.003101,14,3785.918832
0.003581,14,3786.460065
0.00363,14,3787.001013
0.002733,14,3787.532077
0.006635,14,3788.073586
0.003373,14,3788.582032
0.006095,14,3789.104753
0.004248,14,3789.615281
0.003519,14,3790.144122
0.003144,14,3790.670064
0.004252,14,3791.204593
0.004729,14,3791.745575
0.007718,14,3792.266149
0.003193,14,3792.784924
0.003985,14,3793.32615
0.002917,14,3793.867359
0.004088,14,3794.40031
0.00321,14,3794.919052
0.003517,14,3795.450168
0.002117,14,3795.983369
0.004197,14,3796.504226
0.00402,14,3797.035321
0.003529,14,3797.554269
0.004803,14,3798.076962
0.004263,14,3798.607888
0.005865,14,3799.136627
0.0029,14,3799.657439
0.004487,14,3800.178639
0.003126,14,3800.721994
0.002542,14,3801.263583
0.003094,14,3801.784805
0.010331,14,3802.293296
0.003267,14,3802.816471
0.004265,14,3803.34773
0.004915,14,3803.858438
0.004084,14,3804.397546
0.002391,14,3804.918399
0.005571,14,3805.420851
0.003765,14,3805.950466
0.003098,14,3806.48354
0.002977,14,3807.012486
0.00672,14,3807.535499
0.004326,14,3808.044205
0.003903,14,3808.56733
0.005165,14,3809.106908
0.006474,14,3809.640175
0.003911,14,3810.169147
0.006652,14,3810.702461
0.00388,14,3811.231509
0.003128,14,3811.744014
0.002484,14,3812.275288
0.002898,14,3812.783894
0.004471,14,3813.314679
0.004119,14,3813.825379
0.004375,14,3814.358711
0.003787,14,3814.890095
0.003412,14,3815.418919
0.00308,14,3815.929582
0.003522,14,3816.452836
0.00282,14,3816.983804
0.004015,14,3817.504935
0.005617,14,3818.026179
0.002191,14,3818.565515
0.00316,14,3819.097004
0.004966,14,3819.609621
0.003476,14,3820.140834
0.004845,14,3820.680141
0.004553,14,3821.211293
0.005085,14,3821.716724
0.003042,14,3822.251182
0.003382,14,3822.751519
0.004724,14,3823.280762
0.00455,14,3823.821715
0.004009,14,3824.351165
0.003449,14,3824.882105
0.002872,14,3825.415279
0.00278,14,3825.946891
0.005212,14,3826.465228
0.006155,14,3826.978117
0.006254,14,3827.517496
0.0043,14,3828.04843
0.004392,14,3828.57097
0.003198,14,3829.100909
0.002643,14,3829.62137
0.004159,14,3830.154452
0.006465,14,3830.685538
0.002866,14,3831.224559
0.005097,14,3831.75756
0.003616,14,3832.276445
0.007197,14,3832.80732
0.002548,14,3833.297264
0.005508,14,3833.820162
0.003307,14,3834.351154
0.003668,14,3834.882149
0.004278,14,3835.400738
0.004904,14,3835.933461
0.003727,14,3836.451878
0.004219,14,3836.995524
0.004105,14,3837.514328
0.004373,14,3838.047992
0.002512,14,3838.579376
0.003353,14,3839.07762
0.004765,14,3839.610606
0.00399,14,3840.149798
0.001237,14,3840.672928
0.002734,14,3841.203461
0.003066,14,3841.732512
0.002175,14,3842.273911
0.003229,14,3842.807193
0.006586,14,3843.338639
0.008044,14,3843.86994
0.002784,14,3844.40109
0.003713,14,3844.932251
0.005199,14,3845.461335
0.002739,14,3846.002291
0.005336,14,3846.525366
0.005031,14,3847.043809
0.001744,14,3847.575069
0.005563,14,3848.116343
0.00405,14,3848.64729
0.003688,14,3849.150006
0.003551,14,3849.681017
0.0063,14,3850.179211
0.00507,14,3850.712352
0.002881,14,3851.233144
0.006762,14,3851.754139
0.003549,14,3852.274736
0.004991,14,3852.774939
0.003088,14,3853.306346
0.003417,14,3853.845645
0.002236,14,3854.378691
0.003437,14,3854.899164
0.002921,14,3855.438507
0.005781,14,3855.961617
0.007467,14,3856.479984
0.006571,14,3856.992571
0.002173,14,3857.52356
0.003303,14,3858.05267
0.005981,14,3858.559001
0.005282,14,3859.100826
0.0031,14,3859.613739
0.003308,14,3860.144048
0.003296,14,3860.694753
0.002358,14,3861.235891
0.005401,14,3861.776781
0.002501,14,3862.308017
0.003028,14,3862.828799
0.004854,14,3863.368019
0.007244,14,3863.880488
0.007103,14,3864.409356
0.002785,14,3864.932351
0.003214,14,3865.473443
0.003967,14,3866.012707
0.003381,14,3866.543837
0.004269,14,3867.056762
0.005405,14,3867.577673
0.004518,14,3868.098225
0.006298,14,3868.627557
0.003423,14,3869.169037
0.004105,14,3869.710468
0.003598,14,3870.232872
0.003841,14,3870.774031
0.009442,14,3871.294935
0.002638,14,3871.814096
0.005683,14,3872.337003
0.004445,14,3872.868089
0.00251,14,3873.407113
0.003989,14,3873.940338
0.002378,15,3874.479584
0.003757,14,3875.020031
0.003773,14,3875.550807
0.004058,14,3876.073634
0.003794,14,3876.604557
0.003936,14,3877.135405
0.003547,14,3877.656199
0.00293,14,3878.187094
0.007217,14,3878.726172
0.002977,14,3879.249119
0.004988,14,3879.747143
0.004244,14,3880.27822
0.005403,14,3880.811113
0.003096,14,3881.350163
0.003021,14,3881.891304
0.00254,16,3882.403812
0.003267,14,3882.934941
0.000993,18,3891.678166
0.003956,14,3892.198809
0.004376,14,3892.711438
0.002494,14,3893.242088
0.002463,14,3893.770842
0.003347,14,3894.311776
0.007738,14,3894.822461
0.00315,14,3895.345544
0.002906,14,3895.886815
0.002377,14,3896.415181
0.002998,14,3896.937835
0.008953,14,3897.468716
0.003505,14,3898.007387
0.004526,14,3898.540651
0.004439,14,3899.069138
0.002163,15,3899.612502
0.004628,14,3900.151833
0.002375,14,3900.662238
0.002709,14,3901.195134
0.004344,14,3901.715705
0.00301,14,3902.256848
0.002306,15,3902.795881
0.002357,14,3903.326602
0.003255,14,3903.827663
0.001732,16,3904.358615
0.004762,14,3904.879626
0.002451,14,3905.39195
0.002323,14,3905.933116
0.003082,14,3906.441992
0.007761,14,3906.972997
0.004517,14,3907.496017
0.003885,14,3908.006477
0.003096,14,3908.547288
0.003312,14,3909.076393
0.006008,14,3909.60333
0.001835,14,3910.139224
0.002781,14,3910.678216
0.005612,14,3911.211353
0.003633,14,3911.74048
0.004521,14,3912.283722
0.005224,14,3912.824701
0.006081,14,3913.354145
0.0024,14,3913.891551
0.009269,14,3914.442919
0.003837,14,3914.953808
0.001571,14,3915.496891
0.002204,14,3916.017109
0.003947,14,3916.537557
0.002591,14,3917.068482
0.003717,14,3917.599785
0.003404,14,3918.120658
0.002155,15,3918.649312
0.003023,14,3919.181922
0.002038,14,3919.713139
0.00442,14,3920.233981
0.003357,14,3920.764968
0.002609,14,3921.286043
0.005446,14,3921.806783
0.004861,14,3922.337613
0.004583,14,3922.876682
0.002755,14,3923.397064
0.003074,14,3923.930129
0.00536,14,3924.441117
0.003121,14,3924.982385
0.003591,14,3925.501197
0.003035,14,3926.044502
0.005221,14,3926.575243
0.003458,14,3927.095976
0.003902,14,3927.616156
0.002961,14,3928.147383
0.00627,14,3928.686709
0.003459,14,3929.19678
0.003882,14,3929.699703
0.003315,14,3930.240888
0.00637,14,3930.779849
0.002604,14,3931.300715
0.007265,14,3931.823375
0.002463,14,3932.344313
0.005789,14,3932.885354
0.004181,14,3933.41433
0.007461,14,3933.926903
0.002594,14,3934.466142
0.001752,14,3934.999249
0.00556,14,3935.520185
0.003682,14,3936.039077
0.003199,14,3936.580086
0.003862,14,3937.092506
0.003804,14,3937.603127
0.002262,15,3938.144609
0.008148,14,3938.663085
0.003286,14,3939.196176
0.002458,14,3939.727068
0.004383,14,3940.266308
0.003332,14,3940.789738
0.002577,14,3941.310224
0.002849,14,3941.839353
0.003501,14,3942.362268
0.006112,14,3942.893476
0.005242,14,3943.412253
0.003745,14,3943.934645
0.003059,14,3944.453076
0.003045,14,3944.984274
0.004412,14,3945.517195
0.004533,14,3946.027698
0.004425,14,3946.568407
0.003126,14,3947.076844
0.002684,14,3947.617718
0.004935,14,3948.148363
0.004364,14,3948.68159
0.002383,14,3949.210637
0.004816,14,3949.731524
0.004974,14,3950.263002
0.003336,14,3950.812213
0.010303,14,3951.334915
0.001684,15,3951.835509
0.003023,14,3952.374551
0.005474,14,3952.905699
0.003268,14,3953.437006
0.0034,14,3953.970348
0.003172,14,3954.498918
0.006287,14,3955.022065
0.001881,14,3955.560644
0.004283,14,3956.091704
0.003545,14,3956.63511
0.004543,14,3957.16598
0.003472,14,3957.697291
0.002909,14,3958.228625
0.002422,14,3958.757947
0.002522,14,3959.28049
0.004116,14,3959.811699
0.004005,14,3960.352459
0.002013,14,3960.873348
0.006972,14,3961.404805
0.005264,14,3961.934145
0.003801,14,3962.446968
0.003349,14,3962.978019
0.002225,14,3963.50929
0.004263,14,3964.038264
0.006333,14,3964.551235
0.003642,14,3965.082478
0.003327,14,3965.601139
0.003615,14,3966.142113
0.003139,14,3966.662777
0.003522,14,3967.206078
0.004717,14,3967.72732
0.005065,14,3968.236168
0.003539,14,3968.766984
0.003756,14,3969.289867
0.006565,14,3969.810973
0.00305,14,3970.329671
0.003547,14,3970.850355
0.005308,14,3971.373201
0.002759,14,3971.912226
0.003473,14,3972.443519
0.002428,14,3972.976377
0.003148,14,3973.507764
0.003906,14,3974.036825
0.00312,14,3974.567642
0.00436,14,3975.098989
0.005439,14,3975.621794
0.002611,14,3976.161686
0.0057,14,3976.700085
0.003706,14,3977.238879
0.001837,14,3977.769983
0.003315,14,3978.303063
0.004116,14,3978.841751
0.002671,14,3979.363054
0.003035,14,3979.89358
0.003162,14,3980.426669
0.00446,14,3980.937375
0.002553,14,3981.466277
0.00291,14,3981.997746
0.002906,14,3982.528531
0.004947,14,3983.059531
0.00373,14,3983.572359
0.005499,14,3984.101275
0.00446,14,3984.610327
0.003709,14,3985.143132
0.002582,14,3985.663897
0.004639,14,3986.197043
0.003576,14,3986.736398
0.003262,14,3987.266981
0.004077,14,3987.790094
0.002415,14,3988.329257
0.004915,14,3988.852022
0.004872,14,3989.391362
0.003898,14,3989.91426
0.005407,14,3990.432931
0.005285,14,3990.955916
0.005999,14,3991.484819
0.003567,14,3992.007628
0.002636,14,3992.548719
0.003753,14,3993.067808
0.00322,14,3993.600459
0.005062,14,3994.13116
0.004032,14,3994.641784
0.00442,14,3995.150395
0.003806,14,3995.652845
0.002744,14,3996.174021
0.003385,14,3996.694705
0.004428,14,3997.234927
0.003482,14,3997.763989
0.004235,14,3998.307459
0.004793,14,3998.84857
0.003861,14,3999.379853
0.003909,14,3999.92085
0.006859,14,4000.462043
0.004462,14,4000.96445
0.002939,14,4001.479321
0.003729,14,4001.989718
0.003907,14,4002.500346
0.00418,14,4003.029408
0.004177,14,4003.5605
0.005591,14,4004.090878
0.002638,14,4004.611947
0.003366,14,4005.151232
0.002759,14,4005.671661
0.004086,14,4006.182475
0.004157,14,4006.723813
0.00453,14,4007.25722
0.005745,14,4007.798226
0.005663,14,4008.306779
0.0041,14,4008.838164
0.004011,14,4009.379456
0.003634,14,4009.91268
0.002911,14,4010.412905
0.004709,14,4010.952219
0.006364,14,4011.485573
0.00491,14,4012.027136
0.004907,14,4012.568443
0.004445,14,4013.076663
0.005873,14,4013.599137
0.005087,14,4014.130217
0.003777,14,4014.661625
0.004162,14,4015.200592
0.004626,14,4015.729344
0.005655,14,4016.219829
0.003886,14,4016.752851
0.005325,14,4017.286893
0.004813,14,4017.810954
0.002963,14,4018.332056
0.003283,14,4018.852966
0.004273,14,4019.383896
0.005605,14,4019.894439
0.003877,14,4020.415079
0.003562,14,4020.945838
0.003826,14,4021.475246
0.007232,14,4021.998391
0.003351,14,4022.537755
0.008802,14,4023.029917
0.007308,14,4023.571084
0.004014,14,4024.089971
0.006952,14,4024.613348
0.002812,14,4025.144479
0.003494,14,4025.663074
0.002972,14,4026.186439
0.006774,14,4026.715966
0.005041,14,4027.246859
0.003539,14,4027.787838
0.003763,14,4028.300618
0.003284,14,4028.840042
0.002964,14,4029.356168
0.003562,14,4029.856844
0.004513,14,4030.389918
0.005841,14,4030.910831
0.00218,14,4031.43967
0.003352,14,4031.955552
0.003823,14,4032.500457
0.003693,14,4033.029106
0.004607,14,4033.55179
0.004344,14,4034.090765
0.004387,14,4034.631695
0.003707,14,4035.14227
0.005987,14,4035.685409
0.003322,14,4036.206725
0.002989,14,4036.755637
0.004914,14,4037.276485
0.003456,14,4037.789389
0.006743,14,4038.320291
0.002634,14,4038.820812
0.002892,14,4039.35179
0.004087,14,4039.89255
0.003212,14,4040.423667
0.003662,14,4040.954848
0.003873,14,4041.465889
0.006481,14,4041.997285
0.003818,14,4042.505656
0.00682,14,4043.038691
0.004946,14,4043.557566
0.004183,14,4044.079095
0.003623,14,4044.600174
0.002966,14,4045.129213
0.002904,14,4045.660028
0.003576,14,4046.201545
0.003532,14,4046.704045
0.01087,14,4047.212558
0.002853,14,4047.743539
0.004337,14,4048.274422
0.003775,14,4048.795527
0.002847,14,4049.328208
0.004407,14,4049.858925
0.003842,14,4050.377662
0.002498,14,4050.918608
0.002461,14,4051.431536
0.005407,14,4051.942241
0.003975,14,4052.483301
0.003311,14,4053.012099
0.003659,14,4053.542884
0.00444,14,4054.063615
0.004615,14,4054.595037
0.004542,14,4055.126074
0.002561,14,4055.657422
0.002376,14,4056.190573
0.00334,14,4056.722117
0.002836,14,4057.242636
0.005109,14,4057.763427
0.003005,14,4058.281641
0.003397,14,4058.802203
0.003771,14,4059.343388
0.00526,14,4059.854561
0.005075,14,4060.394364
0.003961,14,4060.915288
0.005462,14,4061.44442
0.003357,14,4061.97583
0.003198,14,4062.499326
0.00457,14,4063.030741
0.003104,14,4063.569744
0.004161,14,4064.100561
0.005524,14,4064.62331
0.004348,14,4065.152782
0.004576,14,4065.685564
0.003348,14,4066.224957
0.003455,14,4066.748291
0.003844,14,4067.287374
0.006049,14,4067.820608
0.003548,14,4068.340679
0.003272,14,4068.859241
0.006025,14,4069.388299
0.002773,14,4069.901138
0.003494,14,4070.442713
0.002425,14,4070.963449
0.003788,14,4071.504522
0.00754,14,4072.035527
0.006376,14,4072.554187
0.003199,14,4073.08728
0.003502,14,4073.605746
0.003498,14,4074.116416
0.004172,14,4074.649886
0.005278,14,4075.181411
0.003618,14,4075.681446
0.0038,14,4076.210542
0.005399,14,4076.74153
0.005182,14,4077.27485
0.002921,14,4077.795578
0.005129,14,4078.315983
0.005419,14,4078.855474
0.003014,14,4079.386666
0.00308,14,4079.907311
0.008518,14,4080.430432
0.003333,14,4080.951298
0.004357,14,4081.482231
0.005601,14,4082.003248
0.003709,14,4082.521956
0.003626,14,4083.065649
0.003828,14,4083.58675
0.005364,14,4084.125998
0.002345,14,4084.6467
0.005208,14,4085.177986
0.003583,14,4085.701036
0.002937,14,4086.222049
0.005253,14,4086.763449
0.003265,14,4087.302985
0.005916,14,4087.844326
0.003054,14,4088.367141
0.00417,14,4088.898275
0.00364,14,4089.437463
0.004558,14,4089.96893
0.003869,14,4090.502055
0.00603,14,4091.002136
0.005214,14,4091.533169
0.00304,14,4092.06457
0.006207,14,4092.60545
0.004997,14,4093.113839
0.003749,14,4093.653474
0.003975,14,4094.184405
0.003893,14,4094.707339
0.002812,14,4095.236356
0.002887,14,4095.748999
0.006346,14,4096.278189
0.005808,14,4096.811174
0.003932,14,4097.3422
0.003643,14,4097.861104
0.007107,14,4098.391497
0.005179,14,4098.924596
0.001949,14,4099.456107
0.003501,14,4099.997358
0.002719,14,4100.538327
0.004282,14,4101.058877
0.003484,14,4101.598353
0.005443,14,4102.129313
0.00382,14,4102.662325
0.002819,14,4103.170781
0.008849,14,4103.712087
0.004847,14,4104.225299
0.005562,14,4104.735889
0.003689,14,4105.254664
0.003555,14,4105.79734
0.004893,14,4106.308111
0.00646,14,4106.829088
0.003493,14,4107.358106
0.003466,14,4107.880929
0.0068,14,4108.411691
0.003398,14,4108.942772
0.004507,14,4109.461565
0.003689,14,4109.974456
0.006128,14,4110.505835
0.002611,14,4111.047287
0.002684,14,4111.586298
0.003535,14,4112.116925
0.002347,14,4112.647945
0.004699,14,4113.170991
0.004727,14,4113.69976
0.00385,14,4114.212421
0.003912,14,4114.751775
0.003107,14,4115.284903
0.004232,14,4115.825886
0.003544,14,4116.344799
0.002776,14,4116.876279
0.00403,14,4117.38911
0.004236,14,4117.929789
0.004707,14,4118.469337
0.005818,14,4118.980042
0.002567,14,4119.510879
0.004005,14,4120.042037
0.002838,14,4120.575439
0.003916,14,4121.116805
0.00345,14,4121.645759
0.002272,14,4122.168774
0.003321,14,4122.710303
0.003296,14,4123.241657
0.003061,14,4123.770839
0.004274,14,4124.301878
0.0045,14,4124.832591
0.004225,14,4125.344831
0.004566,14,4125.883201
0.003313,14,4126.382909
0.00388,14,4126.924222
0.003451,14,4127.454699
0.002113,14,4127.985133
0.005058,14,4128.507402
0.002761,14,4129.036477
0.00327,14,4129.577454
0.003241,14,4130.087316
0.005626,14,4130.618027
0.005277,14,4131.148742
0.002556,14,4131.689237
0.004239,14,4132.207459
0.005349,14,4132.747562
0.003978,14,4133.267892
0.005715,14,4133.808465
0.004588,14,4134.349053
0.004387,16,4134.891856
0.002648,14,4135.45071
0.000928,20,4144.271684
0.001506,17,4153.029793
0.001474,18,4161.923692
0.001085,19,4170.863008
0.003631,14,4171.444868
0.003203,16,4172.016113
0.002652,15,4172.579814
0.002878,14,4173.151013
0.000755,19,4173.762959
0.006158,14,4174.344468
0.001703,15,4174.93466
0.001356,16,4183.821472
0.000983,16,4184.382313
0.004466,14,4184.953598
0.001884,15,4185.524991
0.001159,16,4186.096469
0.00333,14,4186.647614
0.00153,16,4187.21893
0.003581,14,4187.802316
0.002292,14,4188.351254
0.001401,18,4188.942523
0.001773,18,4189.544245
0.003767,15,4190.115597
0.006876,14,4190.689243
0.002625,16,4191.28117
0.000623,18,4191.862733
0.002861,14,4192.403294
0.004334,16,4192.984871
0.002725,14,4193.546082
0.003177,14,4194.126222
0.002832,16,4194.730024
0.001307,18,4203.486894
0.002189,17,4212.238521
0.000883,18,4220.99862
0.004034,15,4229.758667
0.00199,18,4230.348417
0.000756,21,4239.129827
0.002249,15,4247.990672
0.00044,22,4256.781184
0.001326,18,4265.615067
0.002309,15,4274.423678
0.002543,15,4274.995402
0.001685,17,4275.566737
0.002067,14,4276.097174
0.004931,14,4276.606914
0.001737,17,4277.145719
0.004122,14,4277.686224
