#{"t_start": 1645389438.6261501, "env_id": null}
r,l,t
127.861743,131,737.164611
182.938053,119,738.164616
455.559015,163,739.289612
139.356601,124,740.969839
18.120814,84,741.8531
1294.642987,191,742.908226
1915.240673,270,744.665643
859.879987,218,747.095877
469.645184,193,748.674035
3225.619781,309,750.526696
28.709082,69,752.09757
3823.707194,303,754.043587
335.557983,181,755.902456
16.131264,97,757.058705
131.311633,136,757.996176
324.753814,201,759.895215
3267.091415,332,761.872302
29.975935,71,763.505461
22.672767,65,764.161711
124.32263,160,765.654402
14.945517,2002,773.843624
1503.260914,337,782.84086
2692.701024,280,785.168986
1295.020766,263,787.76418
163.591309,141,789.366276
274.912706,166,790.607595
472.25192,206,792.03782
579.841153,263,794.726849
191.839972,137,796.295402
56.964485,88,797.272576
26.876978,74,798.006948
501.393855,176,799.555938
34.834406,96,800.717562
53.448853,96,801.538308
217.698036,243,802.984593
15.708284,74,811.505037
129.089787,163,812.489412
262.491611,159,813.794609
135.004826,115,814.912796
38.125974,81,816.327401
997.509027,149,817.202402
302.014425,160,818.445153
20.770911,63,819.422281
310.935454,161,820.884704
92.959214,97,821.97119
184.44979,150,822.97952
688.228401,171,824.222185
18.050868,72,825.784835
649.286656,169,826.753553
770.637764,235,828.308619
46.71067,104,829.707463
324.655562,145,831.770036
0.067705,43,832.622146
1583.184792,317,833.974187
0.037884,30,835.43564
1041.463668,217,837.240872
977.853315,243,838.999214
1056.396345,234,840.835563
9.543599,65,842.116857
309.499479,137,843.476222
14.129411,78,844.406449
2643.567341,331,845.805335
1175.321688,235,847.962677
367.293138,166,850.111629
154.90379,126,851.299244
3.467377,55,852.12058
10.637359,63,852.68308
216.428852,120,853.988969
59.25228,86,854.888559
1959.963212,266,856.20979
846.155655,218,858.109179
0.921562,45,860.055031
673.308607,187,860.967125
5144.46493,373,862.959728
7761.323319,409,865.796264
5408.647666,444,869.721303
0.980453,57,871.807756
74.184996,114,872.557757
1168.70419,248,873.917131
13.983249,83,875.886963
1775.992786,243,877.114031
2934.218797,348,879.309797
82.24573,125,881.247298
3.149696,62,882.958592
2117.640287,355,884.451173
348.637553,226,886.733882
650.579457,223,888.445325
359.751918,131,890.455227
159.464572,143,891.569979
7372.734676,464,893.750172
224.637591,152,896.212516
208.171409,130,898.354537
2575.551638,280,899.883355
378.532307,200,901.766662
67.206975,108,903.040719
985.687846,263,905.19792
89.46063,118,906.737519
2.099125,54,907.518768
19.105665,68,908.120905
132.795215,114,909.426022
212.56235,177,910.606736
2118.072881,285,912.302569
3116.205613,380,914.7574
12.854394,71,917.194095
1660.255749,208,918.287845
25.846879,71,919.475342
1185.682134,245,920.67069
3403.069312,344,923.413455
1215.95528,238,925.671794
13.625079,64,926.977056
1073.629667,224,928.063494
93.748029,120,930.042322
61.344331,87,930.941326
4444.509931,305,932.387211
703.002413,168,934.239207
14.551337,66,935.810019
84.726786,135,936.646905
1591.192739,259,938.140283
1307.849185,248,940.094499
7497.563994,446,943.334943
197.939258,153,945.717903
206.637878,116,946.835592
2380.496014,251,948.234492
3868.635959,264,950.719833
14.178006,67,952.12686
80.314251,96,952.82999
104.440329,77,953.588321
962.783085,209,955.205953
309.949365,186,956.729857
0.0,2002,964.772525
14.412215,69,973.060652
11.249597,65,974.216899
62.670589,85,974.888777
200.380777,117,975.73253
38.253348,93,976.66273
3813.596865,361,979.164993
1584.145133,312,981.733642
393.45787,155,983.593014
79.661023,119,984.742328
1886.790066,320,986.860518
182.262014,149,988.775183
169.750993,121,989.915808
1381.082197,223,991.258583
72.536285,97,993.603429
324.020201,206,994.755206
107.25919,147,996.216594
1.978566,46,997.122844
119.756708,103,998.224898
4487.054283,360,999.905087
6.829666,45,1001.594202
7915.423497,388,1003.086973
