#{}
epoch,num_iter_road_0,reward_road_0
0,2002,0.002035453
4,14,0.061760567
8,2002,3.079042e-13
12,14,0.06558543
16,14,0.06628969
20,14,0.066664904
24,14,0.06692702
28,15,0.100983664
32,15,0.100965686
36,14,0.06745927
40,14,0.0660819
44,14,0.06560181
48,14,0.065415956
52,14,0.065341
56,14,0.06536927
60,14,0.06540215
64,14,0.06531971
68,14,0.0651503
72,14,0.06512661
76,14,0.0650897
80,14,0.06514786
84,14,0.06508312
88,14,0.065069035
92,14,0.06505756
96,14,0.06505585
100,14,0.06505345
104,14,0.06505168
108,14,0.06504887
112,14,0.06504764
116,14,0.06504745
120,14,0.065045275
124,14,0.06504372
128,14,0.0650426
132,14,0.06504281
136,14,0.065044954
140,14,0.065051444
144,14,0.06504739
148,14,0.06504832
152,14,0.065053105
156,14,0.06506224
160,14,0.065060474
164,14,0.06508273
168,14,0.065049395
172,14,0.065047696
176,14,0.06504284
180,14,0.06504384
184,14,0.06504307
188,14,0.06504496
192,14,0.065050766
196,14,0.06505038
200,14,0.06506028
204,14,0.06509507
208,14,0.06506411
212,14,0.06505876
216,14,0.06506321
220,14,0.06506345
224,14,0.06507142
228,14,0.06507659
232,14,0.06510294
236,14,0.06510506
240,14,0.065096915
244,14,0.065289706
248,14,0.05806384
252,14,0.057544537
256,14,0.057794582
260,14,0.059244215
264,14,0.060560852
268,14,0.06059199
272,14,0.060311876
276,14,0.060721114
280,14,0.061199937
284,14,0.061079733
288,14,0.061177038
292,14,0.061170865
296,14,0.061258577
300,14,0.061144635
304,14,0.060867406
308,14,0.061310016
312,14,0.06069611
316,14,0.060586393
320,14,0.060570993
324,14,0.060499966
328,14,0.060613923
332,14,0.06021852
336,14,0.060331646
340,14,0.060293615
344,14,0.06082858
348,14,0.060214657
352,14,0.060418267
356,14,0.06036052
360,14,0.061139002
364,14,0.060879722
368,14,0.06146638
372,14,0.06111072
376,14,0.060977966
380,14,0.06108144
384,14,0.061370134
388,14,0.06129908
392,14,0.060898844
396,14,0.061173096
400,14,0.06041668
404,14,0.06076797
408,14,0.06146518
412,15,0.09131432
416,15,0.09274561
420,28,4.111449
424,18,0.28380913
428,16,0.13689774
432,16,0.12963137
436,17,0.19054312
440,18,0.26144975
444,18,0.2639525
448,20,0.4896927
452,25,1.8631104
456,2002,3.080136e-13
460,2002,17.51617
464,52,9.611724
468,30,5.0194
472,22,1.009428
476,27,2.6144683
480,30,4.927586
484,27,2.9193933
488,29,5.222482
492,20,0.5827266
496,27,2.5586987
500,30,4.925518
504,88,20.196302
508,55,169.37862
512,66,409.35248
516,40,28.724943
520,46,62.791965
524,44,6.774684
528,48,77.81873
532,42,34.278465
536,68,465.48352
540,36,15.609947
544,32,7.585974
548,36,15.480462
552,99,262.6148
556,84,360.70065
560,52,34.480164
564,79,463.48615
568,81,340.903
572,39,24.601667
576,35,12.875933
580,41,33.186394
584,45,56.037495
588,37,18.09592
592,56,186.67165
596,104,494.05832
600,94,477.25946
604,52,58.84332
608,52,46.474586
612,83,471.51062
616,38,16.080482
620,39,19.299046
624,39,19.817675
628,40,25.002756
632,37,16.132275
636,40,26.474775
640,39,21.613958
644,39,21.71301
648,41,28.830473
652,41,29.589396
656,42,33.27774
660,40,26.32523
664,38,14.342759
668,51,100.88625
672,56,179.76851
676,45,52.497032
680,84,525.1219
684,97,491.65732
688,72,402.8918
692,122,443.19717
696,71,483.41196
700,72,440.7355
704,31,6.147528
708,70,550.8154
712,67,440.18054
716,72,553.747
720,100,530.7471
724,76,536.5404
728,70,516.87573
732,71,543.8071
736,71,538.0325
740,69,467.92456
744,68,423.86655
748,73,493.68286
752,71,480.60114
756,71,546.6796
760,71,508.98785
764,67,407.5654
768,70,502.4227
772,70,543.9653
776,70,527.1474
780,71,562.833
784,69,484.52905
788,66,398.43817
792,71,538.0797
796,70,524.728
800,70,551.5572
804,71,543.6583
808,71,560.9615
812,71,534.19385
816,67,120.6018
820,70,540.30566
824,71,518.0489
828,73,533.36127
832,77,583.1614
836,74,556.0112
840,81,591.8466
844,97,503.23367
848,73,595.4506
852,80,583.48663
856,85,603.7423
860,81,604.43365
864,96,688.87646
868,77,561.19073
872,81,495.83432
876,81,496.18378
880,87,550.2251
884,88,591.2291
888,84,599.3203
892,81,506.23163
896,96,649.4425
900,74,475.0013
904,78,509.89078
908,83,532.8466
912,93,658.3147
916,98,602.432
920,93,644.0709
924,79,609.9033
928,164,1125.6755
932,90,634.89374
936,2002,391.75583
940,84,574.7722
944,85,590.0603
948,80,574.1988
952,211,1595.2053
956,171,1977.8562
960,80,582.01074
964,90,640.1876
968,83,600.6142
972,159,2510.273
976,147,1904.1769
980,90,650.691
984,171,1736.2534
988,87,568.43317
992,223,9245.698
996,148,2653.0334
1000,80,595.6821
1004,90,607.5471
1008,83,567.83545
1012,79,543.33093
1016,81,556.3101
1020,160,2052.0708
1024,81,576.2498
1028,84,604.3178
1032,78,546.781
1036,165,1938.1722
1040,81,601.75964
1044,222,9254.449
1048,58,175.60594
1052,231,9176.016
1056,86,627.87787
1060,2002,3.080121e-13
1064,87,627.71106
1068,89,627.918
1072,87,591.25604
1076,91,624.2855
1080,84,521.13696
1084,83,533.65344
1088,244,9063.954
1092,225,9228.224
1096,244,9063.954
1100,250,9012.724
1104,346,8215.101
1108,416,7699.538
1112,442,7525.6094
1116,234,9150.023
1120,234,9150.023
1124,260,8913.201
1128,95,482.01593
1132,96,680.3958
1136,260,8912.321
1140,82,488.84006
1144,77,408.9934
1148,85,545.6214
1152,88,554.4651
1156,257,8953.343
1160,274,8810.853
1164,90,641.18896
1168,262,8911.184
1172,82,476.13385
1176,79,400.5985
1180,82,541.8346
1184,85,488.4752
1188,222,9231.662
1192,141,2188.5398
1196,226,9193.104
1200,153,1940.3481
1204,135,2015.1885
1208,145,2185.3384
1212,137,2305.945
1216,147,2657.8225
1220,221,9263.208
1224,145,2058.4907
1228,222,9254.447
1232,150,2438.4648
1236,141,1979.2
1240,147,2375.9783
1244,216,9307.134
1248,153,2701.7466
1252,138,2194.0315
1256,209,9369.0
1260,215,9315.946
1264,138,2267.2488
1268,212,9342.434
1272,232,9167.341
1276,223,9245.701
1280,224,9236.96
1284,240,9098.278
1288,236,9132.74
1292,228,9202.081
1296,222,9254.449
1300,219,9280.753
1304,246,9046.844
1308,215,9315.945
1312,226,9219.504
1316,212,9342.432
1320,253,8987.226
1324,228,9202.08
1328,222,9254.449
1332,248,9006.064
1336,220,9255.654
1340,213,9333.594
1344,230,9184.692
1348,222,9254.448
1352,215,9315.945
1356,215,9315.947
1360,216,9307.133
1364,129,1530.3768
1368,225,9228.227
1372,243,8992.014
1376,219,9280.75
1380,220,9271.978
1384,221,9263.209
1388,221,9263.209
1392,220,9271.978
1396,213,9309.243
1400,226,9216.013
1404,229,9193.382
1408,227,9208.792
1412,218,9289.539
1416,231,9127.239
1420,233,9158.68
1424,262,8870.597
1428,229,9193.386
1432,253,8976.29
1436,262,8911.183
1440,232,9167.342
1444,254,8978.74
1448,256,8942.988
1452,251,9004.216
1456,276,8794.247
1460,286,8711.718
1464,223,9242.8955
1468,249,9021.243
1472,242,9081.1
1476,140,913.2981
1480,269,8852.508
1484,249,9015.464
1488,269,8829.374
1492,233,9158.677
1496,231,9176.014
1500,228,9140.0
1504,225,9228.227
1508,242,9013.142
1512,227,9195.352
1516,217,9298.332
1520,227,9186.715
1524,227,9210.784
1528,237,9124.113
1532,113,1142.0336
1536,221,9263.209
1540,231,9176.013
1544,236,9132.741
1548,225,9228.227
1552,225,9228.227
1556,219,9280.752
1560,222,9254.448
1564,221,9263.209
1568,219,9280.751
1572,248,9029.77
1576,229,9193.384
1580,223,9245.699
1584,230,9184.692
1588,126,1518.7225
1592,219,9266.227
1596,224,9236.959
1600,222,9254.452
1604,227,9115.28
1608,238,9099.789
1612,230,9184.693
1616,216,9307.133
1620,216,9307.135
1624,227,9210.786
1628,219,9280.753
1632,221,9238.999
1636,215,9315.947
1640,215,9315.945
1644,218,9289.537
1648,219,9210.177
1652,221,9263.209
1656,223,9245.699
1660,220,9271.975
1664,227,9210.786
1668,214,9297.316
1672,221,9263.208
1676,228,9202.08
1680,222,9254.45
1684,230,9159.097
1688,231,9176.014
1692,228,9123.112
1696,225,9228.225
1700,237,9124.113
1704,233,9051.106
1708,232,9167.343
1712,249,9021.241
1716,234,9150.025
1720,240,9098.281
1724,235,9141.379
1728,233,9158.678
1732,236,9115.519
1736,231,9176.013
1740,231,9176.015
1744,240,9098.28
1748,249,9021.242
1752,239,9091.058
1756,234,9130.396
1760,235,9141.38
1764,259,8916.79
1768,255,8964.607
1772,222,9254.45
1776,237,9124.113
1780,229,9193.383
1784,224,9236.957
1788,243,9072.522
1792,239,9106.882
1796,247,8929.722
1800,254,8978.741
1804,235,9069.151
1808,245,9055.3955
1812,254,8978.742
1816,246,9046.842
1820,236,9021.983
1824,242,9081.102
1828,221,9239.002
1832,227,9210.787
1836,235,9097.4795
1840,229,9169.355
1844,237,9118.242
1848,232,9167.339
1852,219,9280.752
1856,233,9158.677
1860,224,9221.816
1864,227,9210.787
1868,323,8383.312
1872,2002,3.3536649
1876,518,7011.45
1880,221,9249.584
1884,214,9324.765
1888,225,9228.227
1892,213,9333.597
1896,226,9219.502
1900,226,9170.245
1904,222,9239.294
1908,2002,3.0801324e-13
1912,230,9177.502
1916,238,9061.513
1920,242,9081.101
1924,2002,3.0801335e-13
1928,233,9158.679
1932,228,9202.081
1936,2002,3.0801322e-13
1940,240,9098.279
1944,238,9101.157
1948,217,9298.331
1952,230,9184.694
1956,227,9210.787
1960,212,9316.477
1964,226,9219.503
1968,216,9307.136
1972,218,9289.538
1976,219,9165.846
1980,99,631.19446
1984,225,9228.226
