#{"t_start": 1645277487.4438581, "env_id": null}
r,l,t
6138.184337,662,2626.673545
6750.440001,556,2634.808438
6850.681231,543,2641.42443
6445.068709,609,2648.997849
6553.048852,591,2656.552031
6474.86849,604,2665.318537
6575.358448,586,2672.376083
5372.280427,808,2682.617004
6360.768222,622,2690.861595
6601.616102,581,2700.024096
6876.134829,539,2707.2483
6391.803145,618,2715.492399
5900.880995,705,2724.615824
6017.985938,681,2735.43738
6275.006803,635,2743.416751
5496.796268,781,2753.812935
50.331321,124,2755.703067
6579.831932,585,2764.77668
6776.476146,552,2772.090946
6063.997404,675,2781.085198
5918.439565,700,2789.840405
6675.217036,569,2798.109969
6313.332142,631,2805.632069
6504.817643,599,2813.021965
6595.56884,584,2820.126735
6718.707499,564,2828.22625
7011.449491,518,2834.605559
6768.656689,556,2841.309803
6607.772177,582,2849.216336
5983.952922,682,2859.642849
1812.912706,401,2864.682529
5971.550807,692,2873.153777
6003.61987,686,2881.529079
6669.383453,571,2889.93032
6773.653919,554,2896.620182
6255.918759,639,2904.343624
6132.548971,663,2912.413986
6727.591639,558,2920.669172
3722.561991,443,2926.025151
6871.764036,538,2932.44382
1184.218424,316,2936.35409
6505.913424,597,2944.69591
7229.912133,485,2951.176373
2426.607552,418,2956.248914
2362.394838,472,2962.028345
2324.228186,422,2968.707425
6505.994375,598,2975.93888
6762.100249,556,2982.798866
7087.850821,500,2988.851793
6172.115133,656,2998.05366
6227.34471,644,3006.223485
6583.389886,586,3013.131734
6280.369845,556,3019.781936
5596.604263,761,3030.135981
6029.001603,680,3038.391016
6115.676645,666,3046.329967
6790.518406,547,3052.91647
5907.23432,702,3062.603522
6707.388296,563,3069.32543
6087.668341,671,3077.594895
6201.373293,649,3085.633696
6147.433888,660,3095.898206
7169.614669,494,3101.871325
976.545904,279,3105.338055
6421.335932,613,3112.80177
6583.389886,586,3121.503924
6195.911987,648,3129.199529
415.637398,202,3132.069966
497.732515,206,3134.647939
503.993526,1222,3151.137075
6744.010181,557,3157.726063
6687.691566,569,3164.417592
6847.645504,542,3170.852434
6409.885894,614,3180.296023
6992.23789,514,3186.49078
727.306467,289,3190.282779
54.817444,91,3191.523793
7083.125895,504,3198.588386
6508.043441,598,3205.947035
6148.18826,653,3214.201651
7638.924163,426,3219.315688
6053.797164,677,3228.816384
7152.165001,495,3234.861373
6208.477354,645,3242.400446
6754.254517,557,3249.124969
6830.058648,545,3256.790368
2.064319,41,3257.407629
7249.345566,470,3263.17012
6509.952458,596,3270.270541
6578.526065,584,3278.749568
6937.557496,522,3285.227152
6269.565461,629,3293.424351
1650.861199,324,3298.180595
6433.469047,606,3307.14693
7167.89721,493,3313.170224
6553.048852,591,3320.657102
305.454297,144,3322.512515
226.276333,173,3325.922366
7554.983536,437,3331.066815
7277.186786,478,3336.695634
2624.324344,375,3341.146738
7116.470612,502,3348.258486
7233.651738,482,3354.065789
6737.490831,550,3361.466948
6613.883004,581,3368.638034
1389.506022,240,3372.732765
472.471327,232,3375.723938
6888.899859,537,3382.173385
7589.12619,433,3387.334157
6806.381691,550,3395.001773
2733.620324,482,3401.014078
7469.629644,450,3406.382826
7118.757455,496,3412.371641
7452.201304,451,3419.402306
7324.793523,471,3425.249012
7020.198294,514,3431.498749
10.943733,88,3432.722497
7351.459842,460,3439.605555
6510.346138,595,3446.777571
7250.132184,482,3452.67218
7156.28877,496,3458.828968
115.399093,120,3461.671124
247.68168,183,3464.009081
7004.96158,517,3470.372101
7358.141544,466,3476.057071
7473.122068,447,3482.882573
6407.396216,614,3490.429815
4908.296715,479,3496.119135
9.099319,58,3496.952928
7243.021786,483,3503.973106
7309.5398,473,3509.590309
7182.967247,492,3515.538011
6698.44608,565,3522.573688
1722.014779,438,3529.360719
5216.604976,469,3535.191029
174.15556,191,3537.566118
7149.635809,497,3543.430575
7223.185585,486,3550.405727
12.628223,59,3551.239593
3090.105283,413,3556.200763
7169.614669,494,3562.069758
2911.787231,432,3568.495667
7339.105277,468,3574.196025
410.078918,159,3576.169888
6410.801223,612,3583.59153
6782.610111,552,3591.424357
6185.569041,653,3599.532127
3342.880712,477,3605.627328
7212.946451,486,3611.723027
6632.252193,578,3620.213468
6254.78772,640,3628.104464
6501.086068,598,3635.441875
1577.117219,291,3639.037592
6888.899859,537,3646.691813
1153.915917,296,3650.349745
7156.28877,496,3656.305344
6743.134758,557,3662.940063
6529.74354,594,3671.395075
7191.796999,489,3677.280861
6918.438663,530,3683.598702
7263.645958,480,3689.293632
3455.308281,382,3695.042274
4988.676498,469,3700.59542
6905.850909,532,3707.13213
7056.355966,509,3713.334068
7129.716795,500,3720.700237
846.556255,236,3723.66116
5697.294356,421,3728.823515
6681.506967,570,3735.811122
320.484849,208,3739.91889
6043.145323,679,3748.55812
6596.161889,581,3755.426122
6927.348489,531,3761.658583
7196.346556,490,3768.608505
3877.975133,318,3772.397268
6317.968568,629,3779.729952
6285.241754,629,3787.123286
6860.607968,540,3794.597912
6673.867419,570,3801.732942
5545.095848,485,3807.534792
6756.131905,558,3814.185884
6087.668341,671,3823.532671
1222.682293,350,3827.686096
6297.975067,634,3835.087183
6607.772177,582,3841.907265
7050.635629,512,3849.397257
6716.046337,563,3856.068931
266.453306,207,3858.57204
6844.333724,544,3865.075267
6641.326807,557,3872.941562
5963.94163,692,3881.413049
7132.710955,493,3887.318463
6559.195268,589,3894.417761
7183.714354,480,3901.85341
31.354179,85,3903.01141
6766.974627,549,3909.649691
1309.782028,243,3912.612807
1785.498917,472,3919.375355
7317.972141,472,3924.889041
6453.670706,604,3931.952101
6649.94395,571,3938.61207
6626.123006,579,3946.734027
6920.127402,528,3953.197172
6532.530788,587,3960.252728
1711.191452,293,3964.062249
7331.62173,470,3971.114667
6692.441698,559,3977.685563
6595.56884,584,3984.701565
4659.79625,542,3991.401085
6946.659486,528,3998.977791
7449.198361,443,4004.161357
7040.670605,513,4010.101101
6635.400189,572,4017.08016
265.205751,138,4020.144505
6966.739488,513,4026.274781
6869.761881,540,4032.75508
6403.598543,616,4040.436174
7250.132184,482,4047.691441
6837.992561,545,4054.576889
7236.645411,484,4060.413208
7250.132184,482,4066.127358
6837.992561,545,4073.678636
7283.967363,477,4079.27601
146.586808,127,4080.880015
1630.505563,317,4084.651648
593.827435,197,4088.304313
6793.781532,552,4094.803633
937.224322,241,4097.711201
716.960259,270,4100.949498
7427.937068,456,4107.521339
6933.779052,530,4113.724566
8067.696858,367,4118.035622
6687.691566,569,4124.697143
7189.653557,491,4131.703014
6787.490897,553,4138.102838
63.946701,105,4139.421831
7267.660866,478,4145.105558
6787.490897,553,4153.432006
7689.071945,419,4158.709104
6994.887717,520,4164.855157
7345.298646,468,4170.552362
7863.696788,395,4176.528456
7421.012594,457,4182.129025
7209.752651,488,4188.28995
7297.548874,475,4194.003527
6681.347517,568,4202.24074
86.523666,114,4203.806125
6059.799729,676,4212.262307
7223.185585,486,4217.970829
2700.254322,365,4223.726339
6724.929317,563,4230.435354
7140.093411,496,4236.407834
154.203061,122,4238.002271
1511.443035,250,4242.327583
7216.46576,487,4248.197555
6939.29133,529,4254.806738
6737.391634,561,4261.400373
6996.68885,520,4268.966684
6711.478938,563,4275.666874
718.630557,216,4278.320282
5128.599269,458,4283.802126
6639.712029,574,4291.897355
7386.4939,462,4297.395047
6234.691239,645,4304.983077
7396.440566,459,4310.474018
7196.346556,490,4317.689274
5824.427935,718,4326.322537
7441.782523,451,4331.667234
7455.704314,452,4337.295108
6581.983825,585,4345.781612
258.97074,192,4348.171116
7149.635809,497,4354.084566
7326.107547,467,4359.783031
959.176298,269,4364.389846
1169.304283,261,4367.598099
56.870915,92,4368.957129
6517.313986,595,4376.447668
6806.381691,550,4384.189786
15.587798,69,4385.12337
172.652671,121,4386.651373
7650.211005,423,4391.733796
6634.32103,575,4400.387358
7150.690284,496,4406.355886
59.034975,92,4407.621507
7427.937068,456,4413.234785
6528.796521,594,4422.109622
564.987468,2002,4447.204654
6662.990235,573,4454.26004
6439.126612,610,4461.409243
341.741507,175,4464.942594
6726.92927,561,4471.498634
6683.504587,567,4478.046759
7103.250895,504,4484.044595
7490.569927,447,4490.786832
7025.821086,515,4497.210457
6688.705486,566,4504.559997
7123.090392,501,4510.759945
6455.352955,606,4519.247402
6718.707499,564,4525.991242
7270.412987,479,4531.804823
7196.346556,490,4537.647858
7324.710762,471,4544.834427
7344.978242,468,4550.440991
6553.423975,590,4557.55877
2072.877887,337,4561.622614
6985.455716,522,4569.128838
6571.875704,586,4576.016287
6706.282513,566,4582.625393
6651.500508,573,4589.410189
6863.395303,541,4597.529039
6749.8789,559,4604.129595
6290.309314,634,4611.826869
6724.929317,563,4618.861432
527.81791,218,4622.979751
7610.425502,430,4628.534434
7030.618652,514,4634.510605
7.463989,64,4635.375182
7236.645411,484,4642.699559
2173.954586,388,4647.311261
673.360045,239,4650.183935
7476.602759,449,4655.580741
6650.052358,575,4663.749033
7991.906647,376,4668.075517
7068.405303,508,4673.890128
231.49274,142,4675.656661
6669.985046,571,4683.428766
6059.799729,676,4691.23274
6511.529567,596,4698.11143
7076.890647,508,4703.978348
5121.890562,405,4709.760741
7553.769026,438,4714.824978
5960.618641,694,4722.844378
7411.371118,458,4728.226003
6876.134829,539,4735.756795
7426.419625,456,4740.95436
7317.02469,472,4746.35238
6909.230948,532,4752.467824
7031.013171,515,4759.864439
7386.4939,462,4765.306782
7103.250895,504,4771.152011
559.278339,175,4773.277501
7103.250895,504,4780.434498
7560.826323,437,4785.462718
7506.157856,442,4790.53528
6850.681231,543,4796.844054
6918.164022,525,4804.243557
7291.615414,474,4809.710315
6876.134829,539,4815.92575
6920.969258,529,4822.023537
7070.317043,509,4829.235309
812.095485,238,4832.042192
7111.960425,502,4837.840913
6789.785859,551,4844.234717
6862.599104,539,4851.776946
6898.690481,533,4857.954238
6455.894847,605,4864.916094
6737.391634,561,4871.515851
7893.210563,391,4877.433016
7455.704314,452,4882.625365
7058.869426,509,4888.497715
67.110695,115,4889.948103
6206.250127,650,4898.76979
6528.885016,595,4905.632465
2133.04798,303,4909.198205
7603.31863,431,4914.173938
1296.685283,321,4919.267575
7589.12619,433,4924.280526
7352.710657,466,4929.825129
1933.704765,309,4933.580461
6857.035088,542,4941.375899
6943.901541,526,4947.60724
6755.362827,555,4954.242669
6991.944415,521,4960.525804
6959.565707,526,4968.102584
6287.454756,629,4975.6549
7421.012594,457,4981.083986
6475.682268,602,4988.289954
6630.482357,576,4996.488625
6859.171538,540,5003.090247
6638.387513,577,5010.220373
6882.947752,536,5016.672448
6199.01274,650,5025.74148
7393.383838,461,5031.239651
6854.297457,541,5037.639903
6380.031315,620,5045.105023
6483.508671,602,5053.564475
7324.793523,471,5059.167237
7885.821048,392,5063.841273
6966.028504,525,5070.112583
7243.859762,480,5077.095674
7243.385426,483,5082.840304
6816.139449,546,5089.356181
6939.636953,526,5095.640432
6426.842313,612,5104.294633
213.009911,152,5106.214901
57.57231,116,5107.703128
7461.866042,449,5113.115392
6363.405895,622,5121.976661
6754.643342,556,5128.793476
6438.11187,610,5136.196323
6675.32855,571,5143.035125
6422.639879,611,5151.645035
7136.694835,497,5157.537161
7199.879701,488,5163.33612
7213.81251,486,5169.106852
7156.28877,496,5176.34506
7236.645411,484,5182.115475
6503.00148,598,5189.292602
83.444513,120,5190.849924
6039.794527,677,5200.21665
7243.385426,483,5206.274442
256.664724,148,5208.156551
6272.334276,638,5215.907002
6647.859316,574,5224.253388
6932.444202,530,5230.848222
7407.275176,458,5236.277664
7473.983526,447,5241.97544
6456.970745,607,5250.69842
7345.298646,468,5256.585797
6844.333724,544,5263.022029
3132.262811,303,5266.615173
1949.600188,338,5271.948289
149.005902,129,5273.566986
179.624011,150,5275.440143
6867.538044,537,5281.753475
7155.34122,496,5288.816374
7176.28762,493,5294.614635
6613.861317,581,5301.485187
7203.046252,489,5307.213289
7090.057591,506,5314.800524
7176.28762,493,5320.677469
201.240886,145,5322.517901
6933.779052,530,5328.873401
6837.992561,545,5336.947647
3659.509869,422,5342.17653
6888.919343,535,5348.661474
7532.639429,441,5353.988702
1233.24753,244,5358.306096
113.044909,112,5359.769218
6991.944415,521,5366.076379
7766.090698,408,5371.119032
6132.548971,663,5380.592329
7527.038586,439,5385.942563
369.200482,194,5388.411223
7504.565057,445,5393.777339
6642.779009,576,5402.56225
5482.800325,368,5407.019447
313.295079,164,5409.063771
6504.817643,599,5416.462634
7311.157576,473,5423.848187
6908.095338,534,5430.875577
6712.4919,565,5438.090398
7337.027524,467,5444.249449
7407.184402,459,5451.406634
6972.497766,524,5458.126348
6352.84156,624,5465.880675
8215.004147,346,5470.011268
7173.656906,492,5477.25291
41.110517,88,5478.487911
7121.823343,500,5484.493893
560.355548,256,5487.750366
7156.28877,496,5495.188578
7100.064185,503,5501.154129
6522.859145,596,5508.243447
7223.185585,486,5514.040496
7698.035961,416,5520.302857
6972.497766,524,5526.728717
976.98177,230,5529.605509
68.033674,104,5530.979816
7543.898415,439,5537.423293
7345.298646,468,5542.923789
7497.563994,446,5548.240001
7031.013171,515,5554.528579
7029.641825,514,5562.209735
7379.610848,463,5567.941935
7203.046252,489,5574.133102
7739.571992,412,5579.482854
6559.104928,590,5588.247783
7263.200308,477,5593.968032
7400.28067,460,5599.501318
7455.704314,452,5604.910408
7526.931169,440,5611.522401
915.343552,289,5615.095148
12.082785,74,5616.113986
7007.786026,518,5622.27207
7093.709415,503,5629.519019
7056.653513,510,5635.668273
7631.788807,427,5640.828243
7638.924163,426,5645.912177
7123.603152,499,5653.262547
6738.923353,560,5659.913113
6869.692212,538,5666.198865
6917.692747,532,5672.741495
6693.17907,565,5680.995092
7660.373093,423,5686.342349
8541.069426,307,5690.666031
586.701617,254,5693.928177
7414.095041,458,5700.62776
7610.425502,430,5705.727728
6800.078462,551,5712.216229
6724.929317,563,5718.917579
2005.164873,346,5724.458625
245.328565,125,5726.073092
7606.865299,430,5731.257469
7211.981347,486,5737.089937
7732.336039,413,5743.356847
7011.449491,518,5749.518919
6368.052216,622,5756.914662
15.457583,74,5757.933414
18.744801,88,5760.417793
6390.389006,616,5767.896404
6350.704536,625,5775.387151
7622.523923,426,5780.495508
7631.788807,427,5787.087163
6681.506967,570,5793.991843
2866.744789,386,5798.589725
7533.407738,438,5803.884887
6844.333724,544,5811.698708
7816.176672,399,5816.443687
6826.857411,544,5822.993074
5935.859907,696,5831.650711
7848.984112,397,5837.787771
7090.057591,506,5843.989698
7245.302065,481,5849.737684
6656.830325,574,5856.627441
245.948443,2002,5882.897714
7558.847302,435,5888.091784
6963.852773,524,5894.257071
6732.428245,559,5901.007205
6776.801957,554,5908.87243
7597.036793,430,5914.012701
7562.491407,434,5919.128428
6869.761881,540,5925.631989
7004.941297,519,5933.116332
6675.32855,571,5940.055681
7083.470827,507,5946.220178
7290.754723,476,5951.994922
7083.470827,507,5959.27805
7096.428335,505,5965.273594
8050.109659,370,5969.680616
6822.389431,546,5976.2842
6626.123006,579,5984.689397
6596.903693,582,5991.642578
6734.941426,559,5998.363036
7219.332575,484,6004.340235
6130.697938,661,6013.612654
7553.321478,437,6018.81289
7439.973655,454,6024.126309
6781.206548,554,6030.731035
7732.336039,413,6037.050703
6468.896608,605,6044.340073
7498.927862,445,6049.871737
6451.935953,605,6057.177712
215.955118,166,6060.577155
7243.385426,483,6066.310284
6895.291955,536,6072.801471
7369.628615,462,6078.302124
7610.425502,430,6084.816553
7196.346556,490,6090.667284
6470.507274,604,6097.888489
7123.090392,501,6104.075164
7116.223952,500,6111.27654
7070.317043,509,6117.291859
7250.132184,482,6123.02136
6840.06507,544,6129.420707
7761.323319,409,6135.466329
7308.760146,473,6141.010646
6608.833377,580,6147.912361
6356.640027,621,6155.478588
7017.964198,517,6162.842372
7552.984986,435,6168.192586
7332.652908,467,6173.694408
7182.967247,492,6179.408693
2092.679455,311,6184.51976
6928.283159,528,6190.897626
6940.216049,529,6197.38128
7304.349823,474,6203.014832
7201.559484,486,6209.974911
6731.15736,562,6216.558691
6978.631849,521,6222.636539
7332.692238,469,6228.250285
6421.664497,611,6236.785675
7057.189541,511,6242.867368
7352.147368,467,6248.234628
7203.046252,489,6254.049087
6812.691227,549,6261.737124
7062.023259,509,6267.799506
7037.54745,514,6273.871977
6786.249532,550,6280.549172
7219.447678,481,6287.502756
6528.885016,595,6294.513387
7397.289229,460,6299.921197
7525.610305,442,6305.311704
6940.216049,529,6312.856523
6268.121001,639,6320.381815
7290.456482,473,6326.095099
6863.395303,541,6332.609347
6177.790085,655,6341.639958
446.846893,170,6343.760532
6284.844961,635,6351.514754
6737.391634,561,6358.2777
7405.144718,458,6365.089442
6466.785454,603,6372.135568
7624.660583,428,6377.131858
1977.828484,355,6381.358485
7109.857448,503,6388.488602
7754.065625,410,6393.284682
6439.126612,610,6400.556258
7007.489247,516,6406.770692
7617.667087,428,6413.306095
7840.475558,397,6418.149218
1.998041,44,6418.819787
6028.128367,681,6427.150928
6781.206548,554,6435.352034
7153.034738,494,6441.310615
7136.349828,499,6447.32538
7218.628221,486,6453.223741
7057.189541,511,6460.961864
7017.964198,517,6467.165586
8233.504223,346,6471.511702
6599.868068,581,6478.713487
3813.598234,371,6484.636176
7596.218862,432,6489.964891
6919.254012,531,6496.596453
8300.425118,337,6500.889641
6952.047901,524,6508.723896
62.335081,112,6510.226559
44.51787,91,6511.530496
7379.610848,463,6517.297209
7841.638801,398,6523.566643
6978.973502,523,6529.920248
7076.890647,508,6536.181196
7589.12619,433,6541.847803
